name,province,region,English,French,both,either,neither,total,engperc,frenperc
Senlac No. 411,pr47,Prairies,195,5,5,195,0,195,100,2.564102564
Senlac,pr47,Prairies,45,0,0,45,0,45,100,0
Manitou Lake No. 442,pr47,Prairies,545,10,10,545,0,545,100,1.834862385
Marsden,pr47,Prairies,280,5,5,280,0,280,100,1.785714286
Hillsdale No. 440,pr47,Prairies,545,10,10,545,15,560,97.32142857,1.785714286
Neilburg,pr47,Prairies,450,10,10,450,5,455,98.9010989,2.197802198
Cut Knife No. 439,pr47,Prairies,360,15,15,360,0,360,100,4.166666667
Cut Knife,pr47,Prairies,495,10,10,495,0,495,100,2.02020202
Poundmaker 114,pr47,Prairies,635,0,0,635,0,635,100,0
Hudson Bay No. 394,pr47,Prairies,1120,15,15,1120,5,1125,99.55555556,1.333333333
Hudson Bay,pr47,Prairies,1470,25,25,1470,5,1475,99.66101695,1.694915254
Porcupine No. 395,pr47,Prairies,810,0,0,810,0,810,100,0
Porcupine Plain,pr47,Prairies,785,10,10,785,0,785,100,1.27388535
Weekes,pr47,Prairies,45,0,0,45,0,45,100,0
Kelvington No. 366,pr47,Prairies,495,15,15,495,0,495,100,3.03030303
Kelvington,pr47,Prairies,825,15,15,825,5,830,99.39759036,1.807228916
Ponass Lake No. 367,pr47,Prairies,520,20,20,520,0,520,100,3.846153846
Rose Valley,pr47,Prairies,295,10,10,295,0,295,100,3.389830508
Fosston,pr47,Prairies,55,0,0,55,0,55,100,0
Spalding No. 368,pr47,Prairies,450,30,30,450,0,450,100,6.666666667
Spalding,pr47,Prairies,240,10,10,240,0,240,100,4.166666667
Pleasantdale,pr47,Prairies,75,0,0,75,0,75,100,0
Naicam,pr47,Prairies,685,25,25,685,0,685,100,3.649635036
Barrier Valley No. 397,pr47,Prairies,495,5,5,495,0,495,100,1.01010101
Pleasantdale No. 398,pr47,Prairies,610,10,10,610,0,610,100,1.639344262
Archerwill,pr47,Prairies,195,5,5,195,0,195,100,2.564102564
Bjorkdale No. 426,pr47,Prairies,900,30,30,900,0,900,100,3.333333333
Mistatim,pr47,Prairies,70,0,0,70,0,70,100,0
Bjorkdale,pr47,Prairies,200,5,5,200,0,200,100,2.5
Tisdale No. 427,pr47,Prairies,910,20,20,910,0,910,100,2.197802198
Tisdale,pr47,Prairies,3110,70,70,3110,15,3125,99.52,2.24
Star City No. 428,pr47,Prairies,915,15,15,915,0,915,100,1.639344262
Star City,pr47,Prairies,460,5,5,460,0,460,100,1.086956522
Melfort,pr47,Prairies,5420,100,100,5420,20,5440,99.63235294,1.838235294
Willow Creek No. 458,pr47,Prairies,695,15,15,695,0,695,100,2.158273381
Connaught No. 457,pr47,Prairies,625,115,115,625,0,625,100,18.4
Ridgedale,pr47,Prairies,80,5,5,80,0,80,100,6.25
Arborfield No. 456,pr47,Prairies,455,70,70,455,0,455,100,15.38461538
Zenon Park,pr47,Prairies,180,120,115,185,5,190,94.73684211,63.15789474
Arborfield,pr47,Prairies,295,20,20,295,0,295,100,6.779661017
Moose Range No. 486,pr47,Prairies,1135,25,25,1135,0,1135,100,2.202643172
Tobin Lake,pr47,Prairies,85,0,0,85,0,85,100,0
Carrot River,pr47,Prairies,965,25,25,965,5,970,99.48453608,2.577319588
Nipawin No. 487,pr47,Prairies,1030,45,45,1030,0,1030,100,4.368932039
Aylsham,pr47,Prairies,75,5,5,75,0,75,100,6.666666667
Codette,pr47,Prairies,205,0,0,205,0,205,100,0
Nipawin,pr47,Prairies,4255,120,120,4255,10,4265,99.76553341,2.813599062
Torch River No. 488,pr47,Prairies,1470,20,20,1470,0,1470,100,1.360544218
White Fox,pr47,Prairies,360,10,10,360,0,360,100,2.777777778
Love,pr47,Prairies,65,5,5,65,0,65,100,7.692307692
Choiceland,pr47,Prairies,380,15,15,380,0,380,100,3.947368421
Smeaton,pr47,Prairies,180,10,10,180,0,180,100,5.555555556
Red Earth 29,pr47,Prairies,390,0,0,390,5,395,98.73417722,0
Kinistin 91,pr47,Prairies,365,0,0,365,0,365,100,0
Carrot River 29A,pr47,Prairies,820,5,5,820,0,820,100,0.609756098
St. Peter No. 369,pr47,Prairies,790,15,15,790,0,790,100,1.898734177
Englefeld,pr47,Prairies,245,0,0,245,5,250,98,0
St. Gregor,pr47,Prairies,100,0,0,100,0,100,100,0
Muenster,pr47,Prairies,425,10,10,425,0,425,100,2.352941176
Annaheim,pr47,Prairies,215,5,5,215,0,215,100,2.325581395
Lake Lenore,pr47,Prairies,295,10,10,295,0,295,100,3.389830508
Humboldt No. 370,pr47,Prairies,885,15,15,885,0,885,100,1.694915254
Humboldt,pr47,Prairies,5540,125,125,5540,10,5550,99.81981982,2.252252252
Bayne No. 371,pr47,Prairies,495,30,30,495,0,495,100,6.060606061
Bruno,pr47,Prairies,565,25,25,565,0,565,100,4.424778761
Grant No. 372,pr47,Prairies,420,145,140,425,0,425,98.82352941,34.11764706
Prud Homme,pr47,Prairies,170,45,45,170,0,170,100,26.47058824
Vonda,pr47,Prairies,350,75,70,355,0,355,98.5915493,21.12676056
Aberdeen No. 373,pr47,Prairies,1010,65,65,1010,0,1010,100,6.435643564
Aberdeen,pr47,Prairies,600,25,25,600,0,600,100,4.166666667
Laird No. 404,pr47,Prairies,1230,20,20,1230,10,1240,99.19354839,1.612903226
Hepburn,pr47,Prairies,560,10,10,560,0,560,100,1.785714286
Waldheim,pr47,Prairies,995,15,15,995,10,1005,99.00497512,1.492537313
Laird,pr47,Prairies,280,0,0,280,5,285,98.24561404,0
Rosthern No. 403,pr47,Prairies,1905,40,40,1905,45,1950,97.69230769,2.051282051
Rosthern,pr47,Prairies,1555,40,40,1555,10,1565,99.36102236,2.555910543
Hague,pr47,Prairies,865,20,20,865,10,875,98.85714286,2.285714286
Fish Creek No. 402,pr47,Prairies,300,20,20,300,0,300,100,6.666666667
Alvena,pr47,Prairies,60,5,5,60,0,60,100,8.333333333
Hoodoo No. 401,pr47,Prairies,705,40,40,705,0,705,100,5.673758865
Cudworth,pr47,Prairies,710,25,25,710,0,710,100,3.521126761
Wakaw,pr47,Prairies,925,55,55,925,5,930,99.46236559,5.913978495
Three Lakes No. 400,pr47,Prairies,580,10,10,580,0,580,100,1.724137931
Pilger,pr47,Prairies,65,0,0,65,0,65,100,0
St. Benedict,pr47,Prairies,85,5,5,85,0,85,100,5.882352941
Middle Lake,pr47,Prairies,240,0,0,240,0,240,100,0
Lake Lenore No. 399,pr47,Prairies,530,65,65,530,5,535,99.06542056,12.14953271
St. Brieux,pr47,Prairies,555,80,80,555,5,560,99.10714286,14.28571429
Flett s Springs No. 429,pr47,Prairies,755,35,35,755,0,755,100,4.635761589
Beatty,pr47,Prairies,65,5,5,65,0,65,100,7.692307692
Invergordon No. 430,pr47,Prairies,645,25,25,645,0,645,100,3.875968992
St. Louis No. 431,pr47,Prairies,955,470,465,960,0,960,99.47916667,48.95833333
St. Louis,pr47,Prairies,435,90,90,435,0,435,100,20.68965517
Duck Lake No. 463,pr47,Prairies,870,95,95,870,0,870,100,10.91954023
Duck Lake,pr47,Prairies,550,100,100,550,0,550,100,18.18181818
Prince Albert No. 461,pr47,Prairies,2700,170,170,2700,0,2700,100,6.296296296
Prince Albert,pr47,Prairies,34245,2535,2515,34265,110,34375,99.62181818,7.374545455
Birch Hills No. 460,pr47,Prairies,665,25,25,665,0,665,100,3.759398496
Birch Hills,pr47,Prairies,1040,20,20,1040,0,1040,100,1.923076923
Candle Lake,pr47,Prairies,765,35,35,765,0,765,100,4.575163399
Kinistino No. 459,pr47,Prairies,525,15,15,525,0,525,100,2.857142857
Weldon,pr47,Prairies,195,5,5,195,0,195,100,2.564102564
Kinistino,pr47,Prairies,700,15,15,700,0,700,100,2.142857143
Lakeland No. 521,pr47,Prairies,870,55,55,870,0,870,100,6.32183908
Christopher Lake,pr47,Prairies,255,15,15,255,0,255,100,5.882352941
Garden River No. 490,pr47,Prairies,640,60,55,645,0,645,99.2248062,9.302325581
Albertville,pr47,Prairies,140,30,25,145,0,145,96.55172414,20.68965517
Weirdale,pr47,Prairies,75,5,5,75,0,75,100,6.666666667
Meath Park,pr47,Prairies,205,10,10,205,0,205,100,4.87804878
Buckland No. 491,pr47,Prairies,3630,315,305,3640,0,3640,99.72527473,8.653846154
Paddockwood,pr47,Prairies,160,0,0,160,0,160,100,0
Paddockwood No. 520,pr47,Prairies,965,40,40,965,0,965,100,4.14507772
One Arrow 95,pr47,Prairies,645,5,5,645,5,650,99.23076923,0.769230769
Beardy s 97 and Okemasis 96,pr47,Prairies,1280,0,0,1280,0,1280,100,0
Muskoday First Nation,pr47,Prairies,690,10,10,690,0,690,100,1.449275362
Wahpaton 94A,pr47,Prairies,300,0,0,300,5,305,98.36065574,0
James Smith 100,pr47,Prairies,675,0,0,675,0,675,100,0
Little Red River 106C,pr47,Prairies,295,5,5,295,0,295,100,1.694915254
Montreal Lake 106B,pr47,Prairies,390,0,0,390,0,390,100,0
Denholm,pr47,Prairies,75,0,0,75,0,75,100,0
Maymont,pr47,Prairies,145,5,5,145,0,145,100,3.448275862
Mayfield No. 406,pr47,Prairies,390,5,5,390,0,390,100,1.282051282
Great Bend No. 405,pr47,Prairies,490,10,10,490,0,490,100,2.040816327
Radisson,pr47,Prairies,505,20,20,505,0,505,100,3.96039604
Borden,pr47,Prairies,240,10,10,240,0,240,100,4.166666667
Blaine Lake No. 434,pr47,Prairies,290,25,25,290,0,290,100,8.620689655
Marcelin,pr47,Prairies,160,20,20,160,0,160,100,12.5
Blaine Lake,pr47,Prairies,505,20,20,505,0,505,100,3.96039604
Redberry No. 435,pr47,Prairies,370,5,5,370,0,370,100,1.351351351
Hafford,pr47,Prairies,380,10,10,380,0,380,100,2.631578947
Douglas No. 436,pr47,Prairies,330,15,15,330,0,330,100,4.545454545
Speers,pr47,Prairies,65,0,0,65,0,65,100,0
North Battleford,pr47,Prairies,10,0,0,10,0,10,100,0
North Battleford No. 437,pr47,Prairies,735,55,55,735,0,735,100,7.482993197
North Battleford,pr47,Prairies,13575,890,880,13585,80,13665,99.3413831,6.512989389
Round Hill No. 467,pr47,Prairies,320,15,15,320,0,320,100,4.6875
Rabbit Lake,pr47,Prairies,125,0,0,125,0,125,100,0
Meeting Lake No. 466,pr47,Prairies,375,5,5,375,0,375,100,1.333333333
Leask No. 464,pr47,Prairies,770,30,30,770,5,775,99.35483871,3.870967742
Leask,pr47,Prairies,380,25,25,380,5,385,98.7012987,6.493506494
Parkside,pr47,Prairies,125,10,10,125,0,125,100,8
Shellbrook No. 493,pr47,Prairies,1520,55,55,1520,5,1525,99.67213115,3.606557377
Shellbrook,pr47,Prairies,1405,70,70,1405,0,1405,100,4.982206406
Canwood No. 494,pr47,Prairies,1420,220,220,1420,0,1420,100,15.49295775
Canwood,pr47,Prairies,310,15,15,310,0,310,100,4.838709677
Prince Albert National Park,pr47,Prairies,65,5,5,65,0,65,100,7.692307692
Debden,pr47,Prairies,335,155,150,340,0,340,98.52941176,45.58823529
Spiritwood No. 496,pr47,Prairies,1380,95,95,1380,0,1380,100,6.884057971
Shell Lake,pr47,Prairies,100,10,5,105,0,105,95.23809524,9.523809524
Spiritwood,pr47,Prairies,870,55,55,870,0,870,100,6.32183908
Big Shell,pr47,Prairies,45,0,0,45,0,45,100,0
Leoville,pr47,Prairies,345,50,50,345,0,345,100,14.49275362
Medstead No. 497,pr47,Prairies,515,5,5,515,0,515,100,0.970873786
Medstead,pr47,Prairies,120,0,0,120,0,120,100,0
Big River,pr47,Prairies,635,15,15,635,0,635,100,2.362204724
Big River No. 555,pr47,Prairies,815,25,20,820,0,820,99.3902439,3.048780488
Chitek Lake,pr47,Prairies,165,15,15,165,0,165,100,9.090909091
Muskeg Lake Cree Nation 102,pr47,Prairies,435,0,0,435,0,435,100,0
Mistawasis 103,pr47,Prairies,795,5,5,795,0,795,100,0.628930818
Sturgeon Lake 101,pr47,Prairies,1230,5,5,1230,0,1230,100,0.406504065
Big River 118,pr47,Prairies,1625,0,0,1625,10,1635,99.3883792,0
Witchekan Lake 117,pr47,Prairies,355,0,0,355,0,355,100,0
Meota No. 468,pr47,Prairies,935,60,60,935,5,940,99.46808511,6.382978723
Cochin,pr47,Prairies,120,5,5,120,0,120,100,4.166666667
Metinota,pr47,Prairies,90,10,10,90,0,90,100,11.11111111
Aquadeo,pr47,Prairies,85,10,10,85,0,85,100,11.76470588
Meota,pr47,Prairies,305,20,20,305,5,310,98.38709677,6.451612903
Turtle River No. 469,pr47,Prairies,360,25,25,360,0,360,100,6.944444444
Edam,pr47,Prairies,425,25,25,425,0,425,100,5.882352941
Paynton No. 470,pr47,Prairies,270,5,5,270,0,270,100,1.851851852
Paynton,pr47,Prairies,150,5,5,150,0,150,100,3.333333333
Eldon No. 471,pr47,Prairies,750,10,10,750,0,750,100,1.333333333
Maidstone,pr47,Prairies,1120,25,25,1120,0,1120,100,2.232142857
Waseca,pr47,Prairies,160,5,5,160,0,160,100,3.125
Wilton No. 472,pr47,Prairies,1495,50,50,1495,0,1495,100,3.344481605
Lashburn,pr47,Prairies,970,25,25,970,5,975,99.48717949,2.564102564
Marshall,pr47,Prairies,535,10,10,535,0,535,100,1.869158879
Britannia No. 502,pr47,Prairies,1735,45,45,1735,0,1735,100,2.593659942
Lloydminster,pr47,Prairies,9685,345,345,9685,20,9705,99.79392066,3.554868624
Frenchman Butte No. 501,pr47,Prairies,1420,15,15,1420,20,1440,98.61111111,1.041666667
Paradise Hill,pr47,Prairies,515,10,10,515,0,515,100,1.941747573
St. Walburg,pr47,Prairies,685,25,25,685,0,685,100,3.649635036
Mervin,pr47,Prairies,160,0,0,160,0,160,100,0
Turtleford,pr47,Prairies,525,15,15,525,0,525,100,2.857142857
Kivimaa-Moonlight Bay,pr47,Prairies,80,0,0,80,0,80,100,0
Mervin No. 499,pr47,Prairies,1205,25,25,1205,0,1205,100,2.074688797
Parkdale No. 498,pr47,Prairies,630,10,10,630,0,630,100,1.587301587
Glaslyn,pr47,Prairies,390,5,5,390,5,395,98.73417722,1.265822785
Meadow Lake,pr47,Prairies,4930,145,145,4930,10,4940,99.79757085,2.935222672
Meadow Lake No. 588,pr47,Prairies,2680,60,60,2680,0,2680,100,2.23880597
Dorintosh,pr47,Prairies,150,5,5,150,0,150,100,3.333333333
Loon Lake No. 561,pr47,Prairies,730,10,10,730,0,730,100,1.369863014
Makwa,pr47,Prairies,100,5,5,100,0,100,100,5
Loon Lake,pr47,Prairies,300,5,5,300,0,300,100,1.666666667
Beaver River No. 622,pr47,Prairies,1020,10,10,1020,0,1020,100,0.980392157
Goodsoil,pr47,Prairies,265,5,5,265,0,265,100,1.886792453
Pierceland,pr47,Prairies,545,10,10,545,5,550,99.09090909,1.818181818
Thunderchild First Nation 115B,pr47,Prairies,790,10,10,790,5,795,99.37106918,1.257861635
Flying Dust First Nation 105 (Meadow Lake 105),pr47,Prairies,505,5,5,505,0,505,100,0.99009901
Waterhen 130,pr47,Prairies,670,0,0,670,5,675,99.25925926,0
Makwa Lake 129B,pr47,Prairies,905,0,0,905,0,905,100,0
Saulteaux 159,pr47,Prairies,450,0,0,450,0,450,100,0
Eagles Lake 165C,pr47,Prairies,90,0,0,90,0,90,100,0
Cumberland House,pr47,Prairies,770,5,5,770,5,775,99.35483871,0.64516129
Timber Bay,pr47,Prairies,95,0,0,95,0,95,100,0
Weyakwin,pr47,Prairies,135,0,0,135,0,135,100,0
Green Lake,pr47,Prairies,415,0,0,415,0,415,100,0
Cole Bay,pr47,Prairies,230,0,0,230,0,230,100,0
Jans Bay,pr47,Prairies,185,0,0,185,5,190,97.36842105,0
Beauval,pr47,Prairies,755,5,5,755,0,755,100,0.662251656
La Ronge,pr47,Prairies,2280,150,150,2280,5,2285,99.78118162,6.564551422
Air Ronge,pr47,Prairies,1040,60,60,1040,0,1040,100,5.769230769
Denare Beach,pr47,Prairies,670,10,10,670,0,670,100,1.492537313
Creighton,pr47,Prairies,1495,55,55,1495,0,1495,100,3.678929766
Flin Flon,pr47,Prairies,225,0,0,225,0,225,100,0
Pelican Narrows,pr47,Prairies,790,0,0,790,0,790,100,0
Sandy Bay,pr47,Prairies,1230,0,0,1230,0,1230,100,0
Pinehouse,pr47,Prairies,975,0,0,975,5,980,99.48979592,0
Île-à-la-Crosse,pr47,Prairies,1345,10,10,1345,5,1350,99.62962963,0.740740741
Patuanak,pr47,Prairies,60,0,0,60,0,60,100,0
Buffalo Narrows,pr47,Prairies,1150,5,5,1150,0,1150,100,0.434782609
St. George s Hill NH,pr47,Prairies,100,0,0,100,0,100,100,0
Michel Village,pr47,Prairies,70,0,0,70,0,70,100,0
La Loche,pr47,Prairies,2345,15,15,2345,260,2605,90.01919386,0.575815739
"Division No. 18, Unorganized",pr47,Prairies,1635,45,45,1635,10,1645,99.39209726,2.73556231
Stony Rapids,pr47,Prairies,245,5,5,245,0,245,100,2.040816327
Cumberland House Cree Nation 20,pr47,Prairies,710,0,0,710,0,710,100,0
Montreal Lake 106,pr47,Prairies,995,0,0,995,0,995,100,0
Stanley 157,pr47,Prairies,1615,0,0,1615,15,1630,99.0797546,0
La Plonge 192,pr47,Prairies,115,0,0,115,0,115,100,0
Morin Lake 217,pr47,Prairies,610,0,0,610,10,620,98.38709677,0
Lac La Ronge 156,pr47,Prairies,1910,15,15,1910,0,1910,100,0.785340314
Kitsakie 156B,pr47,Prairies,645,0,0,645,0,645,100,0
Wapachewunak 192D,pr47,Prairies,485,0,0,485,0,485,100,0
Buffalo River Dene Nation 193 (Peter Pond Lake 193),pr47,Prairies,760,0,0,760,0,760,100,0
Turnor Lake 193B,pr47,Prairies,420,0,0,420,0,420,100,0
Southend 200,pr47,Prairies,895,0,0,895,10,905,98.89502762,0
Fond du Lac 227,pr47,Prairies,855,5,0,860,15,875,97.71428571,0.571428571
Chicken 224,pr47,Prairies,1055,0,0,1055,10,1065,99.06103286,0
Grandmother s Bay 219,pr47,Prairies,340,5,5,340,0,340,100,1.470588235
Lac La Hache 220,pr47,Prairies,1225,5,5,1225,30,1255,97.60956175,0.398406375
Clearwater River Dene 222,pr47,Prairies,675,5,5,675,105,780,86.53846154,0.641025641
Kimosom Pwatinahk 203 (Deschambault Lake),pr47,Prairies,1190,0,0,1190,5,1195,99.58158996,0
Kinoosao-Thomas Clark 204,pr47,Prairies,40,0,0,40,0,40,100,0
Cypress County,pr48,British Columbia,7170,150,150,7170,40,7210,99.44521498,2.080443828
Medicine Hat,pr48,British Columbia,58825,2210,2200,58835,185,59020,99.66960352,3.744493392
Forty Mile County No. 8,pr48,British Columbia,3185,30,30,3185,155,3340,95.35928144,0.898203593
Foremost,pr48,British Columbia,515,5,5,515,10,525,98.0952381,0.952380952
Bow Island,pr48,British Columbia,1775,25,25,1775,150,1925,92.20779221,1.298701299
Redcliff,pr48,British Columbia,5405,145,140,5410,175,5585,96.77708147,2.596239928
Warner County No. 5,pr48,British Columbia,3705,45,45,3705,145,3850,96.23376623,1.168831169
Coutts,pr48,British Columbia,280,15,15,280,0,280,100,5.357142857
Milk River,pr48,British Columbia,790,30,30,790,5,795,99.37106918,3.773584906
Warner,pr48,British Columbia,330,10,10,330,0,330,100,3.03030303
Raymond,pr48,British Columbia,3680,120,120,3680,0,3680,100,3.260869565
Stirling,pr48,British Columbia,1085,40,40,1085,5,1090,99.5412844,3.669724771
Lethbridge County,pr48,British Columbia,9715,195,195,9715,190,9905,98.08177688,1.968702675
Lethbridge,pr48,British Columbia,82315,4195,4155,82355,500,82855,99.34825901,5.063061976
Coalhurst,pr48,British Columbia,1960,60,60,1960,5,1965,99.74554707,3.053435115
Nobleford,pr48,British Columbia,975,25,25,975,25,1000,97.5,2.5
Barons,pr48,British Columbia,305,10,10,305,10,315,96.82539683,3.174603175
Picture Butte,pr48,British Columbia,1615,20,20,1615,10,1625,99.38461538,1.230769231
Coaldale,pr48,British Columbia,7410,185,185,7410,40,7450,99.46308725,2.483221477
Taber,pr48,British Columbia,6435,60,55,6440,420,6860,93.80466472,0.874635569
Taber,pr48,British Columbia,7965,130,125,7970,140,8110,98.21208385,1.602959309
Barnwell,pr48,British Columbia,745,0,0,745,20,765,97.38562092,0
Vauxhall,pr48,British Columbia,1185,10,10,1185,105,1290,91.86046512,0.775193798
Newell County No. 4,pr48,British Columbia,6715,110,110,6715,65,6780,99.04129794,1.622418879
Tilley,pr48,British Columbia,350,10,10,350,5,355,98.5915493,2.816901408
Brooks,pr48,British Columbia,13075,485,430,13130,270,13400,97.57462687,3.619402985
Duchess,pr48,British Columbia,990,20,20,990,5,995,99.49748744,2.010050251
Rosemary,pr48,British Columbia,340,0,0,340,0,340,100,0
Bassano,pr48,British Columbia,1270,30,30,1270,10,1280,99.21875,2.34375
Cardston County,pr48,British Columbia,4105,65,65,4105,60,4165,98.55942377,1.56062425
Magrath,pr48,British Columbia,2180,50,50,2180,5,2185,99.77116705,2.288329519
Improvement District No.  4 Waterton,pr48,British Columbia,90,10,10,90,0,90,100,11.11111111
Cardston,pr48,British Columbia,3560,105,105,3560,10,3570,99.71988796,2.941176471
Glenwood,pr48,British Columbia,285,5,5,285,0,285,100,1.754385965
Hill Spring,pr48,British Columbia,180,0,0,180,0,180,100,0
Pincher Creek No. 9,pr48,British Columbia,3040,125,125,3040,35,3075,98.86178862,4.06504065
Pincher Creek,pr48,British Columbia,3680,195,195,3680,5,3685,99.86431479,5.291723202
Cowley,pr48,British Columbia,235,20,20,235,0,235,100,8.510638298
Willow Creek No. 26,pr48,British Columbia,5035,110,110,5035,75,5110,98.53228963,2.152641879
Fort Macleod,pr48,British Columbia,3015,75,75,3015,5,3020,99.83443709,2.483443709
Granum,pr48,British Columbia,450,15,15,450,0,450,100,3.333333333
Claresholm,pr48,British Columbia,3625,85,85,3625,5,3630,99.86225895,2.341597796
Stavely,pr48,British Columbia,500,5,5,500,0,500,100,1
Nanton,pr48,British Columbia,2090,80,80,2090,15,2105,99.28741093,3.800475059
Piikani 147,pr48,British Columbia,1220,5,5,1220,0,1220,100,0.409836066
Blood 148,pr48,British Columbia,4655,10,5,4660,5,4665,99.78563773,0.214362272
Acadia No. 34,pr48,British Columbia,480,10,10,480,20,500,96,2
Special Area No. 2,pr48,British Columbia,2005,10,10,2005,15,2020,99.25742574,0.495049505
Empress,pr48,British Columbia,190,10,10,190,0,190,100,5.263157895
Hanna,pr48,British Columbia,2615,50,50,2615,0,2615,100,1.912045889
Special Area No. 3,pr48,British Columbia,1100,10,10,1100,15,1115,98.65470852,0.896860987
Oyen,pr48,British Columbia,915,5,5,915,25,940,97.34042553,0.531914894
Cereal,pr48,British Columbia,135,0,0,135,0,135,100,0
Youngstown,pr48,British Columbia,180,5,5,180,0,180,100,2.777777778
Special Area No. 4,pr48,British Columbia,1345,10,10,1345,5,1350,99.62962963,0.740740741
Veteran,pr48,British Columbia,245,0,0,245,0,245,100,0
Consort,pr48,British Columbia,675,10,10,675,0,675,100,1.481481481
Vulcan County,pr48,British Columbia,3760,45,40,3765,110,3875,97.03225806,1.161290323
Carmangay,pr48,British Columbia,335,10,10,335,15,350,95.71428571,2.857142857
Champion,pr48,British Columbia,380,15,15,380,0,380,100,3.947368421
Vulcan,pr48,British Columbia,1745,35,35,1745,5,1750,99.71428571,2
Lomond,pr48,British Columbia,165,0,0,165,5,170,97.05882353,0
Milo,pr48,British Columbia,125,5,5,125,0,125,100,4
Arrowwood,pr48,British Columbia,175,5,5,175,10,185,94.59459459,2.702702703
Wheatland County,pr48,British Columbia,8220,195,195,8220,60,8280,99.27536232,2.355072464
Strathmore,pr48,British Columbia,12255,435,430,12260,15,12275,99.83706721,3.543788187
Hussar,pr48,British Columbia,175,5,5,175,0,175,100,2.857142857
Standard,pr48,British Columbia,375,15,15,375,5,380,98.68421053,3.947368421
Rockyford,pr48,British Columbia,325,10,10,325,0,325,100,3.076923077
Drumheller,pr48,British Columbia,7345,220,220,7345,10,7355,99.86403807,2.991162475
Starland County,pr48,British Columbia,1995,30,30,1995,60,2055,97.08029197,1.459854015
Delia,pr48,British Columbia,190,5,5,190,0,190,100,2.631578947
Munson,pr48,British Columbia,210,10,10,210,0,210,100,4.761904762
Morrin,pr48,British Columbia,245,10,10,245,0,245,100,4.081632653
Kneehill County,pr48,British Columbia,4880,85,80,4885,0,4885,99.89764585,1.740020471
Carbon,pr48,British Columbia,475,15,15,475,0,475,100,3.157894737
Acme,pr48,British Columbia,655,25,25,655,0,655,100,3.816793893
Linden,pr48,British Columbia,725,15,15,725,0,725,100,2.068965517
Three Hills,pr48,British Columbia,3170,95,95,3170,5,3175,99.84251969,2.992125984
Trochu,pr48,British Columbia,1020,20,20,1020,5,1025,99.51219512,1.951219512
Siksika 146,pr48,British Columbia,2975,5,5,2975,0,2975,100,0.168067227
Foothills No. 31,pr48,British Columbia,21200,1160,1150,21210,40,21250,99.76470588,5.458823529
High River,pr48,British Columbia,12785,695,695,12785,70,12855,99.4554648,5.406456632
Longview,pr48,British Columbia,310,30,25,315,0,315,98.41269841,9.523809524
Turner Valley,pr48,British Columbia,2160,90,90,2160,0,2160,100,4.166666667
Black Diamond,pr48,British Columbia,2345,85,85,2345,5,2350,99.78723404,3.617021277
Okotoks,pr48,British Columbia,24460,1580,1565,24475,30,24505,99.81636401,6.447663742
Rocky View County,pr48,British Columbia,36280,2545,2540,36285,135,36420,99.61559583,6.987918726
Calgary,pr48,British Columbia,1060970,82455,81450,1061975,25425,1087400,97.56943167,7.582766231
Chestermere,pr48,British Columbia,14520,565,560,14525,300,14825,97.94266442,3.811129848
Cochrane,pr48,British Columbia,17440,1555,1550,17445,25,17470,99.82827705,8.900973097
Airdrie,pr48,British Columbia,42350,2990,2970,42370,105,42475,99.70570924,7.039434962
Irricana,pr48,British Columbia,1160,40,40,1160,5,1165,99.57081545,3.433476395
Beiseker,pr48,British Columbia,785,35,35,785,0,785,100,4.458598726
Crossfield,pr48,British Columbia,2850,100,100,2850,0,2850,100,3.50877193
Mountain View County,pr48,British Columbia,12340,400,395,12345,15,12360,99.8381877,3.236245955
Carstairs,pr48,British Columbia,3435,125,125,3435,10,3445,99.70972424,3.628447025
Cremona,pr48,British Columbia,455,15,15,455,0,455,100,3.296703297
Didsbury,pr48,British Columbia,4810,155,155,4810,0,4810,100,3.222453222
Olds,pr48,British Columbia,8055,280,275,8060,0,8060,99.93796526,3.473945409
Sundre,pr48,British Columbia,2610,90,90,2610,0,2610,100,3.448275862
Eden Valley 216,pr48,British Columbia,590,0,0,590,0,590,100,0
Tsuu T ina Nation 145 (Sarcee 145),pr48,British Columbia,1775,105,105,1775,5,1780,99.71910112,5.898876404
Provost No. 52,pr48,British Columbia,2290,20,20,2290,0,2290,100,0.873362445
Provost,pr48,British Columbia,2000,40,40,2000,5,2005,99.75062344,1.995012469
Czar,pr48,British Columbia,165,5,5,165,0,165,100,3.03030303
Hughenden,pr48,British Columbia,230,15,15,230,0,230,100,6.52173913
Amisk,pr48,British Columbia,205,0,0,205,0,205,100,0
Paintearth County No. 18,pr48,British Columbia,2010,35,35,2010,15,2025,99.25925926,1.728395062
Coronation,pr48,British Columbia,905,15,15,905,10,915,98.90710383,1.639344262
Castor,pr48,British Columbia,910,35,35,910,0,910,100,3.846153846
Halkirk,pr48,British Columbia,120,0,0,120,0,120,100,0
Stettler County No. 6,pr48,British Columbia,5050,105,105,5050,40,5090,99.21414538,2.062868369
Big Valley,pr48,British Columbia,365,5,5,365,0,365,100,1.369863014
Botha,pr48,British Columbia,175,5,5,175,0,175,100,2.857142857
Stettler,pr48,British Columbia,5645,140,135,5650,15,5665,99.64695499,2.471315093
White Sands,pr48,British Columbia,90,0,0,90,0,90,100,0
Rochon Sands,pr48,British Columbia,85,5,5,85,0,85,100,5.882352941
